Id_chunk_data_gz,Id_chunk_llm_gz,dataini,datafim,total_ok,lista_id_err,status
1476,1476,2026-06-07T00:52:16.752445,2026-02-23T12:24:18.371511,302,[],em_processamento
1477,1477,2026-06-07T00:52:17.652833,2026-02-23T12:39:45.508434,389,[],em_processamento
1478,1478,2026-06-07T00:52:18.606019,2026-02-23T12:55:12.267708,370,[],em_processamento
1479,1479,2026-06-07T00:52:19.578245,2026-02-23T13:12:11.755803,371,[],em_processamento
1480,1480,2026-06-07T00:52:20.547836,2026-02-23T13:34:10.692697,389,[],em_processamento
1481,1481,2026-06-07T00:52:21.543556,2026-02-23T13:53:38.040283,378,[],em_processamento
1482,1482,2026-06-07T00:52:22.466956,2026-02-23T14:16:36.045492,358,[],em_processamento
1483,1483,2026-06-07T00:52:23.452060,2026-02-23T14:46:05.320781,364,[],em_processamento
1484,1484,2026-06-07T00:52:24.426356,2026-02-23T15:06:01.610330,299,[],em_processamento
1485,1485,2026-06-07T00:52:25.310706,2026-02-23T15:25:27.019520,277,[],em_processamento
1486,1486,2026-06-07T00:52:26.214964,2026-02-23T15:42:51.174767,285,[],em_processamento
1487,1487,2026-06-07T00:52:27.032731,2026-02-23T15:59:45.665852,309,[],em_processamento
1488,1488,2026-06-07T00:52:27.904779,2026-02-23T16:15:08.424718,267,[],em_processamento
1489,1489,2026-06-07T00:52:28.846458,2026-02-23T16:34:32.785250,289,[],em_processamento
1490,1490,2026-06-07T00:52:29.948094,2026-02-23T17:03:03.059052,370,[],em_processamento
1491,1491,2026-06-07T00:52:30.998576,2026-02-23T17:26:06.338768,374,[],em_processamento
1492,1492,2026-06-07T00:52:32.086429,2026-02-23T17:45:04.695155,343,[],em_processamento
1493,1493,2026-06-07T00:52:33.054030,2026-02-23T18:02:07.539474,364,[],em_processamento
1494,1494,2026-06-07T00:52:33.994925,2026-02-23T18:27:07.011746,378,[],em_processamento
1495,1495,2026-06-07T00:52:34.947680,2026-02-23T19:59:54.373713,339,[],em_processamento
1496,1496,2026-06-07T00:52:35.870387,2026-02-23T21:16:47.633908,317,[],em_processamento
1497,1497,2026-06-07T00:52:36.876754,2026-02-23T22:30:07.979335,283,[],em_processamento
1498,1498,2026-06-07T00:52:37.764906,2026-02-24T00:08:12.080218,433,[],em_processamento
1499,1499,2026-06-07T00:57:58.914281,2026-02-24T00:25:43.842271,388,[],em_processamento
1500,1500,2026-06-07T01:03:19.965171,2026-02-24T00:38:40.919525,351,[],em_processamento
1501,1501,2026-06-07T01:08:41.008722,2026-02-24T00:49:32.263092,244,[],em_processamento
1502,1502,2026-06-07T01:14:02.108341,2026-02-24T01:02:27.196262,303,[],em_processamento
1503,1503,2026-06-07T01:19:23.260055,2026-02-24T01:15:41.087980,338,[],em_processamento
1504,1504,2026-06-07T02:57:19.511444,2026-06-07T02:57:19.656098,0,"[""sem_tarefas""]",concluido
1505,1505,2026-06-07T02:57:19.661750,2026-06-07T02:57:19.797148,0,"[""sem_tarefas""]",concluido
1631,1631,2026-06-07T02:57:19.801405,2026-06-07T02:57:19.903193,0,"[""sem_tarefas""]",concluido
1632,1632,2026-06-07T02:57:19.907206,2026-06-07T02:57:20.029228,0,"[""sem_tarefas""]",concluido
1633,1633,2026-06-07T02:57:20.033106,2026-06-07T02:57:20.196271,0,"[""sem_tarefas""]",concluido
1634,1634,2026-06-07T02:57:20.201534,2026-06-07T02:57:20.317630,0,"[""sem_tarefas""]",concluido
1635,1635,2026-06-07T02:57:20.322832,2026-06-07T02:57:20.453268,0,"[""sem_tarefas""]",concluido
1636,1636,2026-06-07T02:57:20.458570,2026-06-07T02:57:20.556810,0,"[""sem_tarefas""]",concluido
1637,1637,2026-06-07T02:57:20.560503,2026-06-07T02:57:20.639833,0,"[""sem_tarefas""]",concluido
1638,1638,2026-06-07T02:57:20.644154,2026-06-07T02:57:20.736014,0,"[""sem_tarefas""]",concluido
1639,1639,2026-06-07T02:57:20.740158,2026-06-07T02:57:20.852610,0,"[""sem_tarefas""]",concluido
1640,1640,2026-06-07T02:57:20.856826,2026-06-07T02:57:20.996322,0,"[""sem_tarefas""]",concluido
1641,1641,2026-06-07T02:57:20.999997,2026-06-07T02:57:21.140406,0,"[""sem_tarefas""]",concluido
1642,1642,2026-06-07T02:57:21.144146,2026-06-07T02:57:21.377979,0,"[""sem_tarefas""]",concluido
1643,1643,2026-06-07T02:57:21.381843,2026-06-07T02:57:21.617061,0,"[""sem_tarefas""]",concluido
1827,1827,2026-06-07T02:57:21.620745,2026-06-07T02:57:21.890177,0,"[""sem_tarefas""]",concluido
1828,1828,2026-06-07T02:57:21.895602,2026-06-07T02:57:22.144337,0,"[""sem_tarefas""]",concluido
1829,1829,2026-06-07T02:57:22.148131,2026-06-07T02:57:22.383170,0,"[""sem_tarefas""]",concluido
1830,1830,2026-06-07T02:57:22.387827,2026-06-07T02:57:22.629819,0,"[""sem_tarefas""]",concluido
1831,1831,2026-06-07T02:57:22.633616,2026-06-07T02:57:22.876860,0,"[""sem_tarefas""]",concluido
1832,1832,2026-06-07T02:57:22.880270,2026-06-07T02:57:23.143943,0,"[""sem_tarefas""]",concluido
1833,1833,2026-06-07T02:57:23.148019,2026-06-07T02:57:23.416692,0,"[""sem_tarefas""]",concluido
1834,1834,2026-06-07T02:57:23.421623,2026-06-07T02:57:23.638729,0,"[""sem_tarefas""]",concluido
1835,1835,2026-06-07T02:57:23.642656,2026-06-07T02:57:23.867867,0,"[""sem_tarefas""]",concluido
1836,1836,2026-06-07T02:57:23.872005,2026-06-07T02:57:24.092352,0,"[""sem_tarefas""]",concluido
1837,1837,2026-06-07T02:57:24.095701,2026-06-07T02:57:24.287555,0,"[""sem_tarefas""]",concluido
1838,1838,2026-06-07T02:57:24.291429,2026-06-07T02:57:24.488173,0,"[""sem_tarefas""]",concluido
1839,1839,2026-06-07T02:57:24.492104,2026-06-07T02:57:24.695510,0,"[""sem_tarefas""]",concluido
1840,1840,2026-06-07T02:57:24.699127,2026-06-07T02:57:24.937917,0,"[""sem_tarefas""]",concluido
1841,1841,2026-06-07T02:57:24.941846,2026-06-07T02:57:25.191801,0,"[""sem_tarefas""]",concluido
1842,1842,2026-06-07T02:57:25.196959,2026-06-07T02:57:25.430403,0,"[""sem_tarefas""]",concluido
1843,1843,2026-06-07T02:57:25.434485,2026-06-07T02:57:25.669402,0,"[""sem_tarefas""]",concluido
1844,1844,2026-06-07T02:57:25.674604,2026-06-07T02:57:25.915911,0,"[""sem_tarefas""]",concluido
1845,1845,2026-06-07T02:57:25.919687,2026-06-07T02:57:26.158146,0,"[""sem_tarefas""]",concluido
1846,1846,2026-06-07T02:57:26.161777,2026-06-07T02:57:26.370653,0,"[""sem_tarefas""]",concluido
1847,1847,2026-06-07T02:57:26.374575,2026-06-07T02:57:26.586376,0,"[""sem_tarefas""]",concluido
1848,1848,2026-06-07T02:57:26.590826,2026-06-07T02:57:26.795477,0,"[""sem_tarefas""]",concluido
1849,1849,2026-06-07T02:57:26.799433,2026-06-07T02:57:27.106222,0,"[""sem_tarefas""]",concluido
1850,1850,2026-06-07T02:57:27.111019,2026-06-07T02:57:27.403408,0,"[""sem_tarefas""]",concluido
1851,1851,2026-06-07T02:57:27.408761,2026-06-07T02:57:27.662529,0,"[""sem_tarefas""]",concluido
1852,1852,2026-06-07T02:57:47.673070,2026-06-07T02:57:47.883915,0,"[""sem_tarefas""]",concluido
1853,1853,2026-06-07T02:57:48.487966,2026-06-07T02:57:48.715107,0,"[""sem_tarefas""]",concluido
1854,1854,2026-06-07T02:57:49.256780,2026-06-07T02:57:49.505370,0,"[""sem_tarefas""]",concluido
1855,1855,2026-06-07T02:57:50.094998,2026-06-07T02:57:50.335706,0,"[""sem_tarefas""]",concluido
1856,1856,2026-06-07T02:57:50.936168,2026-06-07T02:57:51.173630,0,"[""sem_tarefas""]",concluido
1857,1857,2026-06-07T02:57:51.704655,2026-06-07T02:57:51.933634,0,"[""sem_tarefas""]",concluido
1858,1858,2026-06-07T02:57:52.486991,2026-06-07T02:57:52.722694,0,"[""sem_tarefas""]",concluido
1859,1859,2026-06-07T02:57:53.281366,2026-06-07T02:57:53.545416,0,"[""sem_tarefas""]",concluido
1860,1860,2026-06-07T02:57:54.106485,2026-06-07T02:57:54.342362,0,"[""sem_tarefas""]",concluido
1861,1861,2026-06-07T02:57:54.909575,2026-06-07T02:57:55.151538,0,"[""sem_tarefas""]",concluido
1862,1862,2026-06-07T02:57:55.749639,2026-06-07T02:57:55.950119,0,"[""sem_tarefas""]",concluido
1863,1863,2026-06-07T02:57:56.481310,2026-06-07T02:57:56.752223,0,"[""sem_tarefas""]",concluido
1864,1864,2026-06-07T02:57:57.363145,2026-06-07T02:57:57.648465,0,"[""sem_tarefas""]",concluido
1865,1865,2026-06-07T02:57:58.199351,2026-06-07T02:57:58.420164,0,"[""sem_tarefas""]",concluido
1866,1866,2026-06-07T02:57:59.031139,2026-06-07T02:57:59.263827,0,"[""sem_tarefas""]",concluido
1867,1867,2026-06-07T02:57:59.812382,2026-06-07T02:58:00.042014,0,"[""sem_tarefas""]",concluido
1868,1868,2026-06-07T02:58:00.623143,2026-06-07T02:58:00.968501,0,"[""sem_tarefas""]",concluido
1869,1869,2026-06-07T02:58:01.530552,2026-06-07T02:58:01.813647,0,"[""sem_tarefas""]",concluido
1870,1870,2026-06-07T02:58:02.378823,2026-06-07T02:58:02.667151,0,"[""sem_tarefas""]",concluido
1871,1871,2026-06-07T02:58:03.259422,2026-06-07T02:58:03.569937,0,"[""sem_tarefas""]",concluido
1872,1872,2026-06-07T02:58:04.143060,2026-06-07T02:58:04.419489,0,"[""sem_tarefas""]",concluido
1873,1873,2026-06-07T02:58:04.994980,2026-06-07T02:58:05.240303,0,"[""sem_tarefas""]",concluido
1874,1874,2026-06-07T02:58:05.794175,2026-06-07T02:58:06.089635,0,"[""sem_tarefas""]",concluido
1875,1875,2026-06-07T02:58:06.678615,2026-06-07T02:58:06.936792,0,"[""sem_tarefas""]",concluido
1876,1876,2026-06-07T02:58:07.499230,2026-06-07T02:58:07.768905,0,"[""sem_tarefas""]",concluido
1877,1877,2026-06-07T02:58:08.308140,2026-06-07T02:58:08.656464,0,"[""sem_tarefas""]",concluido
1878,1878,2026-06-07T02:58:09.258653,2026-06-07T02:58:09.515495,0,"[""sem_tarefas""]",concluido
1879,1879,2026-06-07T02:58:10.083271,2026-06-07T02:58:10.361017,0,"[""sem_tarefas""]",concluido
1880,1880,2026-06-07T02:58:10.929205,2026-06-07T02:58:11.137005,0,"[""sem_tarefas""]",concluido
1881,1881,2026-06-07T02:58:11.719171,2026-06-07T02:58:12.017723,0,"[""sem_tarefas""]",concluido
1882,1882,2026-06-07T02:58:12.582491,2026-06-07T02:58:12.786471,0,"[""sem_tarefas""]",concluido
1883,1883,2026-06-07T02:58:13.356288,2026-06-07T02:58:13.550578,0,"[""sem_tarefas""]",concluido
1884,1884,2026-06-07T02:58:14.100562,2026-06-07T02:58:14.290752,0,"[""sem_tarefas""]",concluido
1885,1885,2026-06-07T02:58:14.811561,2026-06-07T02:58:15.011983,0,"[""sem_tarefas""]",concluido
1886,1886,2026-06-07T02:58:15.520006,2026-06-07T02:58:15.747972,0,"[""sem_tarefas""]",concluido
1887,1887,2026-06-07T02:58:16.327983,2026-06-07T02:58:16.564871,0,"[""sem_tarefas""]",concluido
1888,1888,2026-06-07T02:58:17.178176,2026-06-07T02:58:17.463977,0,"[""sem_tarefas""]",concluido
1889,1889,2026-06-07T02:58:18.026886,2026-06-07T02:58:18.300256,0,"[""sem_tarefas""]",concluido
1890,1890,2026-06-07T02:58:18.879032,2026-06-07T02:58:19.129199,0,"[""sem_tarefas""]",concluido
1891,1891,2026-06-07T02:58:19.680059,2026-06-07T02:58:19.958309,0,"[""sem_tarefas""]",concluido
1892,1892,2026-06-07T02:58:40.507085,2026-06-07T02:58:40.735108,0,"[""sem_tarefas""]",concluido
1893,1893,2026-06-07T02:58:41.289756,2026-06-07T02:58:41.527234,0,"[""sem_tarefas""]",concluido
1894,1894,2026-06-07T02:58:42.771037,2026-06-07T02:58:42.920006,0,"[""sem_tarefas""]",concluido
1895,1895,2026-06-07T02:58:42.925275,2026-06-07T02:58:43.172789,0,"[""sem_tarefas""]",concluido
1896,1896,2026-06-07T02:58:43.177564,2026-06-07T02:58:43.440729,0,"[""sem_tarefas""]",concluido
1897,1897,2026-06-07T02:58:43.445314,2026-06-07T02:58:43.731166,0,"[""sem_tarefas""]",concluido
1898,1898,2026-06-07T02:58:43.736217,2026-06-07T02:58:44.008055,0,"[""sem_tarefas""]",concluido
1899,1899,2026-06-07T02:58:44.013434,2026-06-07T02:58:44.275886,0,"[""sem_tarefas""]",concluido
1900,1900,2026-06-07T02:58:44.280994,2026-06-07T02:58:44.530842,0,"[""sem_tarefas""]",concluido
1901,1901,2026-06-07T02:58:44.535445,2026-06-07T02:58:44.796559,0,"[""sem_tarefas""]",concluido
1902,1902,2026-06-07T02:58:44.802215,2026-06-07T02:58:45.040028,0,"[""sem_tarefas""]",concluido
1903,1903,2026-06-07T02:58:45.044188,2026-06-07T02:58:45.319618,0,"[""sem_tarefas""]",concluido
1904,1904,2026-06-07T02:58:45.324362,2026-06-07T02:58:45.624065,0,"[""sem_tarefas""]",concluido
1905,1905,2026-06-07T02:58:45.628520,2026-06-07T02:58:45.910572,0,"[""sem_tarefas""]",concluido
1906,1906,2026-06-07T02:58:45.915300,2026-06-07T02:58:46.173373,0,"[""sem_tarefas""]",concluido
1907,1907,2026-06-07T02:58:46.177669,2026-06-07T02:58:46.445609,0,"[""sem_tarefas""]",concluido
1908,1908,2026-06-07T02:58:46.450267,2026-06-07T02:58:46.711346,0,"[""sem_tarefas""]",concluido
1909,1909,2026-06-07T02:58:46.715976,2026-06-07T02:58:46.952588,0,"[""sem_tarefas""]",concluido
1910,1910,2026-06-07T02:58:46.957232,2026-06-07T02:58:47.168096,0,"[""sem_tarefas""]",concluido
1911,1911,2026-06-07T02:58:47.173025,2026-06-07T02:58:47.403784,0,"[""sem_tarefas""]",concluido
1912,1912,2026-06-07T02:58:47.410984,2026-06-07T02:58:47.619309,0,"[""sem_tarefas""]",concluido
1913,1913,2026-06-07T02:58:47.623545,2026-06-07T02:58:47.861792,0,"[""sem_tarefas""]",concluido
1914,1914,2026-06-07T02:58:47.866245,2026-06-07T02:58:48.132126,0,"[""sem_tarefas""]",concluido
1915,1915,2026-06-07T02:58:48.136674,2026-06-07T02:58:48.430361,0,"[""sem_tarefas""]",concluido
1916,1916,2026-06-07T02:58:48.435118,2026-06-07T02:58:48.758066,0,"[""sem_tarefas""]",concluido
1917,1917,2026-06-07T02:58:48.763246,2026-06-07T02:58:49.073474,0,"[""sem_tarefas""]",concluido
1918,1918,2026-06-07T02:58:49.079639,2026-06-07T02:58:49.386543,0,"[""sem_tarefas""]",concluido
1919,1919,2026-06-07T02:58:49.398282,2026-06-07T02:58:49.724434,0,"[""sem_tarefas""]",concluido
1920,1920,2026-06-07T02:58:49.731975,2026-06-07T02:58:49.968549,0,"[""sem_tarefas""]",concluido
1921,1921,2026-06-07T02:58:49.973147,2026-06-07T02:58:50.309642,0,"[""sem_tarefas""]",concluido
1922,1922,2026-06-07T02:58:50.314330,2026-06-07T02:58:50.576993,0,"[""sem_tarefas""]",concluido
1923,1923,2026-06-07T02:58:50.582041,2026-06-07T02:58:50.865374,0,"[""sem_tarefas""]",concluido
1924,1924,2026-06-07T02:58:50.870517,2026-06-07T02:58:51.131023,0,"[""sem_tarefas""]",concluido
1925,1925,2026-06-07T02:58:51.135143,2026-06-07T02:58:51.384450,0,"[""sem_tarefas""]",concluido
1926,1926,2026-06-07T02:58:51.390571,2026-06-07T02:58:51.700474,0,"[""sem_tarefas""]",concluido
