chunk_id,status,timestamp_inicio,timestamp_fim,total_processado,worker_id
000138,em_espera,,,0,
000139,em_espera,,,0,
000140,em_espera,,,0,
000141,em_espera,,,0,
000142,em_espera,,,0,
000143,em_espera,,,0,
000144,em_espera,,,0,
000145,em_espera,,,0,
000146,em_espera,,,0,
000147,em_espera,,,0,
000148,em_espera,,,0,
000149,em_espera,,,0,
000150,em_espera,,,0,
000151,em_espera,,,0,
000152,em_espera,,,0,
000153,em_espera,,,0,
000154,em_espera,,,0,
000155,em_espera,,,0,
000156,em_espera,,,0,
000157,em_espera,,,0,
000158,em_espera,,,0,
000159,em_espera,,,0,
000160,em_espera,,,0,
000161,em_espera,,,0,
000162,em_espera,,,0,
000163,em_espera,,,0,
000164,em_espera,,,0,
000165,em_espera,,,0,
000166,em_espera,,,0,
000167,em_espera,,,0,
000168,em_espera,,,0,
000169,em_espera,,,0,
000170,em_espera,,,0,
000171,em_espera,,,0,
000172,em_espera,,,0,
000173,em_espera,,,0,
000174,em_espera,,,0,
000175,em_espera,,,0,
000176,em_espera,,,0,
000177,em_espera,,,0,
000178,em_espera,,,0,
000179,em_espera,,,0,
000180,em_espera,,,0,
000181,em_espera,,,0,
000182,em_espera,,,0,
000183,em_espera,,,0,
000184,em_espera,,,0,
000185,em_espera,,,0,
000186,em_espera,,,0,
000187,em_espera,,,0,
000188,em_espera,,,0,
000189,em_espera,,,0,
000190,em_espera,,,0,
000191,em_espera,,,0,
000192,em_espera,,,0,
000193,em_espera,,,0,
000194,em_espera,,,0,
000195,em_espera,,,0,
000196,em_espera,,,0,
000197,em_espera,,,0,
000198,em_espera,,,0,
000199,em_espera,,,0,
000200,em_espera,,,0,
000201,em_espera,,,0,
000202,em_espera,,,0,
000203,em_espera,,,0,
000204,em_espera,,,0,
000205,em_espera,,,0,
000206,em_espera,,,0,
000207,em_espera,,,0,
000208,em_espera,,,0,
000209,em_espera,,,0,
000210,em_espera,,,0,
000211,em_espera,,,0,
000212,em_espera,,,0,
000213,em_espera,,,0,
000214,em_espera,,,0,
000215,em_espera,,,0,
000216,em_espera,,,0,
000217,em_espera,,,0,
000218,em_espera,,,0,
000219,em_espera,,,0,
000220,em_espera,,,0,
000221,em_espera,,,0,
000222,em_espera,,,0,
000223,em_espera,,,0,
000224,em_espera,,,0,
000225,em_espera,,,0,
000226,em_espera,,,0,
000227,em_espera,,,0,
000228,em_espera,,,0,
000229,em_espera,,,0,
000230,em_espera,,,0,
000231,em_espera,,,0,
000232,em_espera,,,0,
000233,em_espera,,,0,
000234,em_espera,,,0,
000235,em_espera,,,0,
000236,em_espera,,,0,
000237,em_espera,,,0,
000238,em_espera,,,0,
000239,em_espera,,,0,
000240,em_espera,,,0,
000241,em_espera,,,0,
000242,em_espera,,,0,
000243,em_espera,,,0,
000244,em_espera,,,0,
000245,em_espera,,,0,
000246,em_espera,,,0,
000247,em_espera,,,0,
000248,em_espera,,,0,
000249,em_espera,,,0,
000250,em_espera,,,0,
000251,em_espera,,,0,
000252,em_espera,,,0,
000253,em_espera,,,0,
000254,em_espera,,,0,
000255,em_espera,,,0,
000256,em_espera,,,0,
000257,em_espera,,,0,
000258,em_espera,,,0,
000259,em_espera,,,0,
000260,em_espera,,,0,
000261,em_espera,,,0,
000262,em_espera,,,0,
000263,em_espera,,,0,
000264,em_espera,,,0,
000265,em_espera,,,0,
000266,em_espera,,,0,
000267,em_espera,,,0,
000268,em_espera,,,0,
000269,em_espera,,,0,
000270,em_espera,,,0,
000271,em_espera,,,0,
000272,em_espera,,,0,
000273,em_espera,,,0,
000274,em_espera,,,0,
000275,em_espera,,,0,
000276,em_espera,,,0,
000277,em_espera,,,0,
000278,em_espera,,,0,
000279,em_espera,,,0,
000280,em_espera,,,0,
000281,em_espera,,,0,
000282,em_espera,,,0,
000283,em_espera,,,0,
000284,em_espera,,,0,
000285,em_espera,,,0,
000286,em_espera,,,0,
000287,em_espera,,,0,
000288,em_espera,,,0,
000289,em_espera,,,0,
000290,em_espera,,,0,
000291,em_espera,,,0,
000292,em_espera,,,0,
000293,em_espera,,,0,
000294,em_espera,,,0,
000295,em_espera,,,0,
000296,em_espera,,,0,
000297,em_espera,,,0,
000298,em_espera,,,0,
000299,em_espera,,,0,
000300,em_espera,,,0,
000301,em_espera,,,0,
000302,em_espera,,,0,
000303,em_espera,,,0,
000304,em_espera,,,0,
000305,em_espera,,,0,
000306,em_espera,,,0,
000307,em_espera,,,0,
000308,em_espera,,,0,
000309,em_espera,,,0,
000310,em_espera,,,0,
000311,em_espera,,,0,
000312,em_espera,,,0,
000313,em_espera,,,0,
000314,em_espera,,,0,
000315,em_espera,,,0,
000316,em_espera,,,0,
000317,em_espera,,,0,
000318,em_espera,,,0,
000319,em_espera,,,0,
000320,em_espera,,,0,
000321,em_espera,,,0,
000322,em_espera,,,0,
000323,em_espera,,,0,
000324,em_espera,,,0,
000325,em_espera,,,0,
000326,em_espera,,,0,
000327,em_espera,,,0,
000328,em_espera,,,0,
000329,em_espera,,,0,
000330,em_espera,,,0,
000331,em_espera,,,0,
000332,em_espera,,,0,
000333,em_espera,,,0,
000334,em_espera,,,0,
000335,em_espera,,,0,
000336,em_espera,,,0,
000337,em_espera,,,0,
000338,em_espera,,,0,
000339,em_espera,,,0,
000340,em_espera,,,0,
000341,em_espera,,,0,
000342,em_espera,,,0,
000343,em_espera,,,0,
000344,em_espera,,,0,
000345,em_espera,,,0,
000346,em_espera,,,0,
000347,em_espera,,,0,
000348,em_espera,,,0,
000349,em_espera,,,0,
000350,em_espera,,,0,
000351,em_espera,,,0,
000352,em_espera,,,0,
000353,em_espera,,,0,
000354,em_espera,,,0,
000355,em_espera,,,0,
000356,em_espera,,,0,
000357,em_espera,,,0,
000358,em_espera,,,0,
000359,em_espera,,,0,
000360,em_espera,,,0,
000361,em_espera,,,0,
000362,em_espera,,,0,
000363,em_espera,,,0,
000364,em_espera,,,0,
000365,em_espera,,,0,
000366,em_espera,,,0,
000367,em_espera,,,0,
000368,em_espera,,,0,
000369,em_espera,,,0,
000370,em_espera,,,0,
000371,em_espera,,,0,
000372,em_espera,,,0,
000373,em_espera,,,0,
000374,em_espera,,,0,
000375,em_espera,,,0,
000376,em_espera,,,0,
000377,em_espera,,,0,
000378,em_espera,,,0,
000379,em_espera,,,0,
000380,em_espera,,,0,
000381,em_espera,,,0,
000382,em_espera,,,0,
000383,em_espera,,,0,
000384,em_espera,,,0,
000385,em_espera,,,0,
000386,em_espera,,,0,
000387,em_espera,,,0,
000388,em_espera,,,0,
000389,em_espera,,,0,
000390,em_espera,,,0,
000391,em_espera,,,0,
000392,em_espera,,,0,
000393,em_espera,,,0,
000394,em_espera,,,0,
000395,em_espera,,,0,
000396,em_espera,,,0,
000397,em_espera,,,0,
000398,em_espera,,,0,
000399,em_espera,,,0,
000400,em_espera,,,0,
000401,em_espera,,,0,
000402,em_espera,,,0,
000403,em_espera,,,0,
000404,em_espera,,,0,
000405,em_espera,,,0,
000406,em_espera,,,0,
000407,em_espera,,,0,
000408,em_espera,,,0,
000409,em_espera,,,0,
000410,em_espera,,,0,
000411,em_espera,,,0,
000412,em_espera,,,0,
000413,em_espera,,,0,
000414,em_espera,,,0,
000415,em_espera,,,0,
000416,em_espera,,,0,
000417,em_espera,,,0,
000418,em_espera,,,0,
000419,em_espera,,,0,
000420,em_espera,,,0,
000421,em_espera,,,0,
000422,em_espera,,,0,
000423,em_espera,,,0,
000424,em_espera,,,0,
000425,em_espera,,,0,
000426,em_espera,,,0,
000427,em_espera,,,0,
000428,em_espera,,,0,
000429,em_espera,,,0,
000430,em_espera,,,0,
000431,em_espera,,,0,
000432,em_espera,,,0,
000433,em_espera,,,0,
000434,em_espera,,,0,
000435,em_espera,,,0,
000436,em_espera,,,0,
000437,em_espera,,,0,
000438,em_espera,,,0,
000439,em_espera,,,0,
000440,em_espera,,,0,
000441,em_espera,,,0,
000442,em_espera,,,0,
000443,em_espera,,,0,
000444,em_espera,,,0,
000445,em_espera,,,0,
000446,em_espera,,,0,
000447,em_espera,,,0,
000448,em_espera,,,0,
000449,em_espera,,,0,
000450,em_espera,,,0,
000451,em_espera,,,0,
000452,em_espera,,,0,
000453,em_espera,,,0,
000454,em_espera,,,0,
000455,em_espera,,,0,
000456,em_espera,,,0,
000457,em_espera,,,0,
000458,em_espera,,,0,
000459,em_espera,,,0,
000460,em_espera,,,0,
000461,em_espera,,,0,
000462,em_espera,,,0,
000463,em_espera,,,0,
000464,em_espera,,,0,
000465,em_espera,,,0,
000466,em_espera,,,0,
000467,em_espera,,,0,
000468,em_espera,,,0,
000469,em_espera,,,0,
000470,em_espera,,,0,
000471,em_espera,,,0,
000472,em_espera,,,0,
000473,em_espera,,,0,
000474,em_espera,,,0,
000475,em_espera,,,0,
000476,em_espera,,,0,
000477,em_espera,,,0,
000478,em_espera,,,0,
000479,em_espera,,,0,
000480,em_espera,,,0,
000481,em_espera,,,0,
000482,em_espera,,,0,
000483,em_espera,,,0,
000484,em_espera,,,0,
000485,em_espera,,,0,
000486,em_espera,,,0,
000487,em_espera,,,0,
000488,em_espera,,,0,
000489,em_espera,,,0,
000490,em_espera,,,0,
000491,em_espera,,,0,
000492,em_espera,,,0,
000493,em_espera,,,0,
000494,em_espera,,,0,
000495,em_espera,,,0,
000496,em_espera,,,0,
000497,em_espera,,,0,
000498,em_espera,,,0,
000499,em_espera,,,0,
000500,em_espera,,,0,
000501,em_espera,,,0,
000502,em_espera,,,0,
000503,em_espera,,,0,
000504,em_espera,,,0,
000505,em_espera,,,0,
000506,em_espera,,,0,
000507,em_espera,,,0,
000508,em_espera,,,0,
000509,em_espera,,,0,
000510,em_espera,,,0,
000511,em_espera,,,0,
000512,em_espera,,,0,
000513,em_espera,,,0,
000514,em_espera,,,0,
000515,em_espera,,,0,
000516,em_espera,,,0,
000517,em_espera,,,0,
000518,em_espera,,,0,
000519,em_espera,,,0,
000520,em_espera,,,0,
000521,em_espera,,,0,
000522,em_espera,,,0,
000523,em_espera,,,0,
000524,em_espera,,,0,
000525,em_espera,,,0,
000526,em_espera,,,0,
000527,em_espera,,,0,
000528,em_espera,,,0,
000529,em_espera,,,0,
000530,em_espera,,,0,
000531,em_espera,,,0,
000532,em_espera,,,0,
000533,em_espera,,,0,
000534,em_espera,,,0,
000535,em_espera,,,0,
000536,em_espera,,,0,
000537,em_espera,,,0,
000538,em_espera,,,0,
000539,em_espera,,,0,
000540,em_espera,,,0,
000541,em_espera,,,0,
000542,em_espera,,,0,
000543,em_espera,,,0,
000544,em_espera,,,0,
000545,em_espera,,,0,
000546,em_espera,,,0,
000547,em_espera,,,0,
000548,em_espera,,,0,
000549,em_espera,,,0,
000550,em_espera,,,0,
000551,em_espera,,,0,
000552,em_espera,,,0,
000553,em_espera,,,0,
000554,em_espera,,,0,
000555,em_espera,,,0,
000556,em_espera,,,0,
000557,em_espera,,,0,
000558,em_espera,,,0,
000559,em_espera,,,0,
000560,em_espera,,,0,
000561,em_espera,,,0,
000562,em_espera,,,0,
000563,em_espera,,,0,
000564,em_espera,,,0,
000565,em_espera,,,0,
000566,em_espera,,,0,
000567,em_espera,,,0,
000568,em_espera,,,0,
000569,em_espera,,,0,
000570,em_espera,,,0,
000571,em_espera,,,0,
000572,em_espera,,,0,
000573,em_espera,,,0,
000574,em_espera,,,0,
000575,em_espera,,,0,
000576,em_espera,,,0,
000577,em_espera,,,0,
000578,em_espera,,,0,
000579,em_espera,,,0,
000580,em_espera,,,0,
000581,em_espera,,,0,
000582,em_espera,,,0,
000583,em_espera,,,0,
000584,em_espera,,,0,
000585,em_espera,,,0,
000586,em_espera,,,0,
000587,em_espera,,,0,
000588,em_espera,,,0,
000589,em_espera,,,0,
000590,em_espera,,,0,
000591,em_espera,,,0,
000592,em_espera,,,0,
000593,em_espera,,,0,
000594,em_espera,,,0,
000595,em_espera,,,0,
000596,em_espera,,,0,
000597,em_espera,,,0,
000598,em_espera,,,0,
000599,em_espera,,,0,
000600,em_espera,,,0,
000601,em_espera,,,0,
000602,em_espera,,,0,
000603,em_espera,,,0,
000604,em_espera,,,0,
000605,em_espera,,,0,
000606,em_espera,,,0,
000607,em_espera,,,0,
000608,em_espera,,,0,
000609,em_espera,,,0,
000610,em_espera,,,0,
000611,em_espera,,,0,
000612,em_espera,,,0,
000613,em_espera,,,0,
000614,em_espera,,,0,
000615,em_espera,,,0,
000616,em_espera,,,0,
000617,em_espera,,,0,
000618,em_espera,,,0,
000619,em_espera,,,0,
000620,em_espera,,,0,
000621,em_espera,,,0,
000622,em_espera,,,0,
000623,em_espera,,,0,
000624,em_espera,,,0,
000625,em_espera,,,0,
000626,em_espera,,,0,
000627,em_espera,,,0,
000628,em_espera,,,0,
000629,em_espera,,,0,
000630,em_espera,,,0,
000631,em_espera,,,0,
000632,em_espera,,,0,
000633,em_espera,,,0,
000634,em_espera,,,0,
000635,em_espera,,,0,
000636,em_espera,,,0,
000637,em_espera,,,0,
000638,em_espera,,,0,
000639,em_espera,,,0,
000640,em_espera,,,0,
000641,em_espera,,,0,
000642,em_espera,,,0,
000643,em_espera,,,0,
000644,em_espera,,,0,
000645,em_espera,,,0,
000646,em_espera,,,0,
000647,em_espera,,,0,
000648,em_espera,,,0,
000649,em_espera,,,0,
000650,em_espera,,,0,
000651,em_espera,,,0,
000652,em_espera,,,0,
000653,em_espera,,,0,
000654,em_espera,,,0,
000655,em_espera,,,0,
000656,em_espera,,,0,
000657,em_espera,,,0,
000658,em_espera,,,0,
000659,em_espera,,,0,
000660,em_espera,,,0,
000661,em_espera,,,0,
000662,em_espera,,,0,
000663,em_espera,,,0,
000664,em_espera,,,0,
000665,em_espera,,,0,
000666,em_espera,,,0,
000667,em_espera,,,0,
000668,em_espera,,,0,
000669,em_espera,,,0,
000670,em_espera,,,0,
000671,em_espera,,,0,
000672,em_espera,,,0,
000673,em_espera,,,0,
000674,em_espera,,,0,
000675,em_espera,,,0,
000676,em_espera,,,0,
000677,em_espera,,,0,
000678,em_espera,,,0,
000679,em_espera,,,0,
000680,em_espera,,,0,
000681,em_espera,,,0,
000682,em_espera,,,0,
000683,em_espera,,,0,
000684,em_espera,,,0,
000685,em_espera,,,0,
000686,em_espera,,,0,
000687,em_espera,,,0,
000688,em_espera,,,0,
000689,em_espera,,,0,
000690,em_espera,,,0,
000691,em_espera,,,0,
000692,em_espera,,,0,
000693,em_espera,,,0,
000694,em_espera,,,0,
000695,em_espera,,,0,
000696,em_espera,,,0,
000697,em_espera,,,0,
000698,em_espera,,,0,
000699,em_espera,,,0,
000700,em_espera,,,0,
000701,em_espera,,,0,
000702,em_espera,,,0,
000703,em_espera,,,0,
000704,em_espera,,,0,
000705,em_espera,,,0,
000706,em_espera,,,0,
000707,em_espera,,,0,
000708,em_espera,,,0,
000709,em_espera,,,0,
000710,em_espera,,,0,
000711,em_espera,,,0,
000712,em_espera,,,0,
000713,em_espera,,,0,
000714,em_espera,,,0,
000715,em_espera,,,0,
000716,em_espera,,,0,
000717,em_espera,,,0,
000718,em_espera,,,0,
000719,em_espera,,,0,
000720,em_espera,,,0,
000721,em_espera,,,0,
000722,em_espera,,,0,
000723,em_espera,,,0,
000724,em_espera,,,0,
000725,em_espera,,,0,
000726,em_espera,,,0,
000727,em_espera,,,0,
000728,em_espera,,,0,
000729,em_espera,,,0,
000730,em_espera,,,0,
000731,em_espera,,,0,
000732,em_espera,,,0,
000733,em_espera,,,0,
000734,em_espera,,,0,
000735,em_espera,,,0,
000736,em_espera,,,0,
000737,em_espera,,,0,
000738,em_espera,,,0,
000739,em_espera,,,0,
000740,em_espera,,,0,
000741,em_espera,,,0,
000742,em_espera,,,0,
000743,em_espera,,,0,
000744,em_espera,,,0,
000745,em_espera,,,0,
000746,em_espera,,,0,
000747,em_espera,,,0,
000748,em_espera,,,0,
000749,em_espera,,,0,
000750,em_espera,,,0,
000751,em_espera,,,0,
000752,em_espera,,,0,
000753,em_espera,,,0,
000754,em_espera,,,0,
000755,em_espera,,,0,
000756,em_espera,,,0,
000757,em_espera,,,0,
000758,em_espera,,,0,
000759,em_espera,,,0,
000760,em_espera,,,0,
000761,em_espera,,,0,
000762,em_espera,,,0,
000763,em_espera,,,0,
