Id_chunk_data_gz,Id_chunk_llm_gz,dataini,datafim,total_ok,lista_id_err,status
78,78,2026-06-07T10:23:46.746399,2026-06-07T10:23:46.817650,0.0,"[""sem_tarefas""]",pendente
79,79,2026-06-07T10:23:59.469031,2026-06-07T10:23:59.540155,0.0,"[""sem_tarefas""]",pendente
80,80,2026-06-07T10:24:01.971527,2026-06-07T10:24:02.041918,0.0,"[""sem_tarefas""]",pendente
81,81,2026-06-07T10:24:02.607191,2026-06-07T10:24:02.680621,0.0,"[""sem_tarefas""]",pendente
82,82,2026-06-07T10:24:06.410095,2026-06-07T10:24:06.468344,0.0,"[""sem_tarefas""]",pendente
83,83,2026-06-07T10:24:08.289887,2026-06-07T10:24:08.383063,0.0,"[""sem_tarefas""]",pendente
84,84,2026-06-07T10:24:08.943039,2026-06-07T10:24:09.005530,0.0,"[""sem_tarefas""]",pendente
85,85,2026-06-07T10:24:09.540128,2026-06-07T10:24:09.629956,0.0,"[""sem_tarefas""]",pendente
86,86,2026-06-07T10:24:16.097368,2026-06-07T10:24:16.163485,0.0,"[""sem_tarefas""]",pendente
87,87,2026-06-07T10:24:17.318274,2026-06-07T10:24:17.389939,0.0,"[""sem_tarefas""]",pendente
88,88,2026-06-07T10:24:18.368298,2026-06-07T10:24:18.432672,0.0,"[""sem_tarefas""]",pendente
89,89,2026-06-07T10:24:18.984214,2026-06-07T10:24:19.045590,0.0,"[""sem_tarefas""]",pendente
90,90,2026-06-07T10:24:24.907099,2026-06-07T10:24:24.961685,0.0,"[""sem_tarefas""]",pendente
91,91,2026-06-07T10:24:26.118822,2026-06-07T10:24:26.185039,0.0,"[""sem_tarefas""]",pendente
92,92,2026-06-07T10:24:27.215460,2026-06-07T10:24:27.283615,0.0,"[""sem_tarefas""]",pendente
93,93,2026-06-07T10:24:27.842303,2026-06-07T10:24:27.898968,0.0,"[""sem_tarefas""]",pendente
94,94,2026-06-07T10:24:28.483002,2026-06-07T10:24:28.544539,0.0,"[""sem_tarefas""]",pendente
95,95,2026-06-07T10:24:49.126292,2026-06-07T10:24:49.196210,0.0,"[""sem_tarefas""]",pendente
96,96,2026-06-07T10:24:49.792698,2026-06-07T10:24:49.881540,0.0,"[""sem_tarefas""]",pendente
97,97,2026-06-07T10:24:50.431687,2026-06-07T10:24:50.494626,0.0,"[""sem_tarefas""]",pendente
98,98,2026-06-07T10:24:51.064413,2026-06-07T10:24:51.148059,0.0,"[""sem_tarefas""]",pendente
99,99,2026-06-07T10:24:51.735283,2026-06-07T10:24:51.798162,0.0,"[""sem_tarefas""]",pendente
100,100,2026-06-07T22:00:04.876180,2026-06-07T22:00:04.976305,0.0,"[""sem_tarefas""]",concluido
